UCN_NO,CHASSIS,SERVICE_TYPE,VEH_DIS_DT,WERKS,MATNR,KUNNR,PRODUCT_TYPE,KMS_FROM,KMS_TO,DAYS_LIMIT_FROM,DAYS_LIMIT_TO,CREATED_ON,CREATED_AT,STATUS,REMARKS
PH08320,MD2A18AZ9DRC76138,3,30.06.2013,PT11,00DZ104G,10956,3700DZFS,1,15000,1,260,23.05.2014,7:18:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH08625,MD2A18AZ9DRC78875,1,08.06.2013,PT11,00DZ104G,10363,3700DZFS,1,2000,1,60,23.05.2014,7:18:09,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH13345,MD2A18AZXDRC82594,3,07.06.2013,PT11,00DZ103W,10599,3700DZFS,1,15000,1,260,23.05.2014,7:18:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH13477,MD2A18AZXDRC83714,2,19.06.2013,PT11,00DZ104G,10170,3700DZFS,1,8000,1,260,23.05.2014,7:15:44,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH13953,MD2A18AZXDRC88234,2,15.06.2013,PT11,00DZ103W,10912,3700DZFS,1,8000,1,260,23.05.2014,7:15:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH14079,MD2A18AZXDRC89612,3,30.06.2013,PT11,00DZ104G,10599,3700DZFS,1,15000,1,260,23.05.2014,7:15:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH14406,MD2A18AZXDRC92400,2,15.06.2013,PT11,00DZ104G,10192,3700DZFS,1,8000,1,260,23.05.2014,7:15:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH15801,MD2A14AZ3DWC30752,3,30.06.2013,WA01,00PA093C,11548,3700PAFS,1,15000,1,260,23.05.2014,7:13:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH16468,MD2A22EZ2DCC40878,3,24.06.2013,CH01,00PD014K,10364,3700PDFS,1,15000,1,260,23.05.2014,7:16:19,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH16900,MD2A22EZ4DCC41448,1,24.06.2013,CH01,00PD012V,10210,3700PDFS,1,2000,1,60,23.05.2014,7:16:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH17392,MD2A22EZ7DCC39645,3,04.06.2013,CH01,00PD014M,11177,3700PDFS,1,15000,1,260,23.05.2014,7:16:32,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH38415,MD2A18AZ4EWB14565,1,16.05.2014,WA01,00DZ103F,11431,3700DZFS,1,2000,1,60,23.05.2014,7:12:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH38570,MD2A18AZ7EWB14673,3,16.05.2014,WA01,00DZ104G,11216,3700DZFS,1,15000,1,260,23.05.2014,7:12:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH40030,MD2A11CZ0DCB69082,3,24.05.2013,CH01,00DH155J,10540,3700DHFS,1,15000,1,260,23.05.2014,7:12:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH50669,MD2A14AZ0EWB07217,1,19.05.2014,WA01,00PA093C,11215,3700PAFS,1,2000,1,60,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH50835,MD2A14AZXEWB07192,1,19.05.2014,WA01,00PA095D,10396,3700PAFS,1,2000,1,60,23.05.2014,7:19:17,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH52149,MD2A37CZ2EWA02137,1,20.05.2014,WA01,00JZ085R,10473,3702JZFS,1,2000,1,60,23.05.2014,7:19:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH53212,MD2A11CZ6EWB34076,2,22.05.2014,WA01,00DH152V,11616,3700DHFS,1,8000,1,260,23.05.2014,7:20:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH53374,MD2A18AZ1EWB02213,1,22.05.2014,WA01,00DZ103W,11411,3700DZFS,1,2000,1,60,23.05.2014,7:20:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH53770,MD2A57AZ9EWB13393,1,22.05.2014,WA01,00PA133F,11577,3703PAFS,1,2000,1,60,23.05.2014,7:20:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH68969,MD2A11CZ0DCC95572,3,10.06.2013,CH01,00DH155F,10274,3700DHFS,1,15000,1,260,23.05.2014,7:12:28,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH71029,MD2A11CZ1DCC94494,3,10.06.2013,CH01,00DH155G,10328,3700DHFS,1,15000,1,260,23.05.2014,7:12:28,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH71198,MD2A11CZ1DCC96309,3,10.06.2013,CH01,00DH155F,10361,3700DHFS,1,15000,1,260,23.05.2014,7:12:30,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH71211,MD2A11CZ1DCC96617,3,11.06.2013,CH01,00DH155F,10540,3700DHFS,1,15000,1,260,23.05.2014,7:12:32,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH75174,MD2A18AZ1DRC81754,1,07.06.2013,PT11,00DZ103F,11578,3700DZFS,1,2000,1,60,23.05.2014,7:14:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH75207,MD2A18AZ1DRC82113,2,07.06.2013,PT11,00DZ103W,10098,3700DZFS,1,8000,1,260,23.05.2014,7:14:09,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH76084,MD2A18AZ1DRC89689,2,14.06.2013,PT11,00DZ104G,10033,3700DZFS,1,8000,1,260,23.05.2014,7:14:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH83629,MD2A11CZ7DCC88490,1,03.06.2013,CH01,00DH155J,11457,3700DHFS,1,2000,1,60,23.05.2014,7:12:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH87039,MD2A11CZ9DCC02158,3,17.06.2013,CH01,00DH155J,10280,3700DHFS,1,15000,1,260,23.05.2014,7:13:14,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH87061,MD2A11CZ9DCC02418,3,18.06.2013,CH01,00DH155J,10594,3700DHFS,1,15000,1,260,23.05.2014,7:17:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH87170,MD2A11CZ9DCC03519,3,18.06.2013,CH01,00DH155J,11741,3700DHFS,1,15000,1,260,23.05.2014,7:13:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH87925,MD2A11CZ9DCC86854,3,03.06.2013,CH01,00DH155J,11276,3700DHFS,1,15000,1,260,23.05.2014,7:13:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH88137,MD2A11CZ9DCC89253,3,05.06.2013,CH01,00DH155J,10145,3700DHFS,1,15000,1,260,23.05.2014,7:13:31,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH89251,MD2A18AZ4DRC95034,3,19.06.2013,PT11,00DZ104G,11533,3700DZFS,1,15000,1,260,23.05.2014,7:14:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH92178,MD2A12DZ3DCC01575,3,19.06.2013,CH01,00DJ075F,11444,3700DJFS,1,15000,1,260,23.05.2014,7:13:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH92249,MD2A12DZ3DCC02337,1,25.06.2013,CH01,00DJ075G,10321,3700DJFS,1,2000,1,60,23.05.2014,7:13:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH92268,MD2A12DZ3DCC02516,2,16.06.2013,CH01,00DJ075F,10331,3700DJFS,1,8000,1,260,23.05.2014,7:17:33,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH92303,MD2A12DZ3DCC02998,3,22.06.2013,CH01,00DJ075J,10271,3700DJFS,1,15000,1,260,23.05.2014,7:13:40,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH92350,MD2A12DZ4DCB94586,3,08.06.2013,CH01,00DJ075F,10047,3700DJFS,1,15000,1,260,23.05.2014,7:13:40,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH92877,MD2A12DZ5DCC02999,3,22.06.2013,CH01,00DJ075J,10271,3700DJFS,1,15000,1,260,23.05.2014,7:17:35,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH94083,MD2A18AZ5DWC02104,3,19.06.2013,WA01,00DZ103W,11713,3700DZFS,1,15000,1,260,23.05.2014,7:14:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH98370,MD2A18AZ6DWC01981,1,12.06.2013,WA01,00DZ103W,10202,3700DZFS,1,2000,1,60,23.05.2014,7:14:44,,Data is not updated into GladMinds Server. Please contact GladMinds team
PH98455,MD2A18AZ6DWC02936,3,06.06.2013,WA01,00DZ103W,10816,3700DZFS,1,15000,1,260,23.05.2014,7:17:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ02539,MD2A18AZ7DWC01682,3,03.06.2013,WA01,00DZ103W,10986,3700DZFS,1,15000,1,260,23.05.2014,7:15:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ09898,MD2A14AZ2DWC01310,3,30.06.2013,WA01,00PA095E,11482,3700PAFS,1,15000,1,260,23.05.2014,7:17:35,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ13975,MD2A18AZXDRC88444,3,12.06.2013,PT11,00DZ104G,11172,3700DZFS,1,15000,1,260,23.05.2014,7:18:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ15105,MD2A18AZXDRC98701,3,24.06.2013,PT11,00DZ103W,10827,3700DZFS,1,15000,1,260,23.05.2014,7:18:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ22512,MD2A37CZ5DPB55619,3,05.06.2013,PT01,00JZ083C,10361,3702JZFS,1,15000,1,260,23.05.2014,7:16:55,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ49355,MD2A14AZ9EWB06616,1,17.05.2014,WA01,00PA093C,10947,3700PAFS,1,2000,1,60,23.05.2014,7:18:45,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ50257,MD2A18AZ8EWB00068,2,18.05.2014,WA01,00DZ103F,11048,3700DZFS,1,8000,1,260,23.05.2014,7:19:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ50545,MD2A12DZ3EWB02593,3,19.05.2014,WA01,00DJ075J,10369,3700DJFS,1,15000,1,260,23.05.2014,7:19:10,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ51214,MD2A22EZ8ECB85998,3,19.05.2014,CH01,00PD012V,10632,3700PDFS,1,15000,1,260,23.05.2014,7:19:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ51387,MD2A57AZ3EWA03942,3,19.05.2014,WA01,00PA195W,10632,3703PAFS,1,15000,1,260,23.05.2014,7:19:27,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ52939,MD2A36FZ7ECB93108,1,21.05.2014,CH01,00JL025L,10841,3700JLFS,1,2000,1,60,23.05.2014,7:20:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ53216,MD2A11CZ6EWB34160,3,22.05.2014,WA01,00DH152V,11008,3700DHFS,1,15000,1,260,23.05.2014,7:20:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ70724,MD2A18AZ0DRC79557,3,05.06.2013,PT11,00DZ104G,10595,3700DZFS,1,15000,1,260,23.05.2014,7:14:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ80265,MD2A11CZ5DCC99973,1,16.06.2013,CH01,00DH155F,10326,3700DHFS,1,2000,1,60,23.05.2014,7:12:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ83544,MD2A11CZ7DCC87436,2,03.06.2013,CH01,00DH155F,10400,3700DHFS,1,8000,1,260,23.05.2014,7:12:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ86829,MD2A11CZ9DCB77410,3,29.06.2013,CH01,00DH155J,10224,3700DHFS,1,15000,1,260,23.05.2014,7:13:10,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ87762,MD2A11CZ9DCC81167,3,01.06.2013,CH01,00DH155J,10361,3700DHFS,1,15000,1,260,23.05.2014,7:13:25,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ88048,MD2A11CZ9DCC88300,2,18.06.2013,CH01,00DH155F,10066,3700DHFS,1,8000,1,260,23.05.2014,7:17:31,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ88301,MD2A11CZ9DCC91455,2,05.06.2013,CH01,00DH155F,10971,3700DHFS,1,8000,1,260,23.05.2014,7:13:33,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ88418,MD2A11CZ9DCC92802,1,07.06.2013,CH01,00DH155G,10024,3700DHFS,1,2000,1,60,23.05.2014,7:13:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ89420,MD2A18AZ4DRC96605,3,24.06.2013,PT11,00DZ104G,10296,3700DZFS,1,15000,1,260,23.05.2014,7:14:31,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ92189,MD2A12DZ3DCC01723,3,21.06.2013,CH01,00DJ075G,11492,3700DJFS,1,15000,1,260,23.05.2014,7:13:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ92326,MD2A12DZ4DCB00030,3,09.06.2013,CH01,00DJ075G,10720,3700DJFS,1,15000,1,260,23.05.2014,7:13:40,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ92395,MD2A12DZ4DCB99335,1,12.06.2013,CH01,00DJ075F,11132,3700DJFS,1,2000,1,60,23.05.2014,7:13:40,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ98377,MD2A18AZ6DWC02094,1,23.06.2013,WA01,00DZ103W,11177,3700DZFS,1,2000,1,60,23.05.2014,7:17:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ98548,MD2A18AZ6DWC04251,3,11.06.2013,WA01,00DZ103W,11729,3700DZFS,1,15000,1,260,23.05.2014,7:14:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
PJ98683,MD2A18AZ6DWC05707,1,17.06.2013,WA01,00DZ104G,11771,3700DZFS,1,2000,1,60,23.05.2014,7:14:53,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK02559,MD2A18AZ7DWC01858,3,06.06.2013,WA01,00DZ103W,11261,3700DZFS,1,15000,1,260,23.05.2014,7:15:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK07950,MD2A18AZ9DRC03030,3,28.06.2013,PT11,00DZ103W,11545,3700DZFS,1,15000,1,260,23.05.2014,7:15:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK08005,MD2A18AZ9DRC03450,3,28.06.2013,PT11,00DZ103W,10625,3700DZFS,1,15000,1,260,23.05.2014,7:15:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK08235,MD2A18AZ9DRC75331,3,04.06.2013,PT11,00DZ104G,11470,3700DZFS,1,15000,1,260,23.05.2014,7:15:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK08333,MD2A18AZ9DRC76267,3,14.06.2013,PT11,00DZ104G,10579,3700DZFS,1,15000,1,260,23.05.2014,7:15:25,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK09856,MD2A14AZ2DWC00982,1,30.06.2013,WA01,00PA093B,11824,3700PAFS,1,2000,1,60,23.05.2014,7:17:35,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK13418,MD2A14AZ3DPC80299,3,15.06.2013,PT01,00PA093C,10422,3700PAFS,1,15000,1,260,23.05.2014,7:13:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK13557,MD2A14AZ3DPC81467,1,21.06.2013,PT01,00PA095D,10374,3700PAFS,1,2000,1,60,23.05.2014,7:13:49,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK15045,MD2A18AZXDRC98052,3,24.06.2013,PT11,00DZ103W,10827,3700DZFS,1,15000,1,260,23.05.2014,7:16:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK16831,MD2A22EZ4DCC40641,2,09.06.2013,CH01,00PD014M,10799,3700PDFS,1,8000,1,260,23.05.2014,7:16:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK16873,MD2A22EZ4DCC41143,3,14.06.2013,CH01,00PD014M,10411,3700PDFS,1,15000,1,260,23.05.2014,7:16:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK17427,MD2A22EZ7DCC40617,3,16.06.2013,CH01,00PD012V,10680,3700PDFS,1,15000,1,260,23.05.2014,7:16:32,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK17464,MD2A22EZ7DCC40939,2,15.06.2013,CH01,00PD014M,10419,3700PDFS,1,8000,1,260,23.05.2014,7:16:34,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK17638,MD2A22EZ8DCC40688,1,11.06.2013,CH01,00PD014M,10400,3700PDFS,1,2000,1,60,23.05.2014,7:16:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK17898,MD2A22EZXDCB38471,1,10.06.2013,CH01,00PD014K,10514,3700PDFS,1,2000,1,60,23.05.2014,7:16:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK18268,MD2A36FZ2DCC89887,1,10.06.2013,CH01,00JL025P,10639,3700JLFS,1,2000,1,60,23.05.2014,7:18:33,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK18366,MD2A36FZ3DCC95441,3,21.06.2013,CH01,00JL025P,10099,3700JLFS,1,15000,1,260,23.05.2014,7:16:48,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK18836,MD2A14AZ4DPC82336,2,26.06.2013,PT01,00PA093C,10222,3700PAFS,1,8000,1,260,23.05.2014,7:13:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK25704,MD2A18AZXDRB72693,3,31.05.2013,PT11,00DZ103W,10089,3700DZFS,1,15000,1,260,23.05.2014,7:12:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK25737,MD2A18AZXDRB72998,2,31.05.2013,PT11,00DZ103W,11460,3700DZFS,1,8000,1,260,23.05.2014,7:17:05,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK38414,MD2A18AZ4EWB14565,2,16.05.2014,WA01,00DZ103F,11431,3700DZFS,1,8000,1,260,23.05.2014,7:17:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK39969,MD2A11CZ0DCB68336,3,21.05.2013,CH01,00DH155J,11435,3700DHFS,1,15000,1,260,23.05.2014,7:12:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK39980,MD2A11CZ0DCB68434,3,22.05.2013,CH01,00DH155J,11749,3700DHFS,1,15000,1,260,23.05.2014,7:12:21,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK43206,MD2A11CZ1DCB68510,3,22.05.2013,CH01,00DH155F,11362,3700DHFS,1,15000,1,260,23.05.2014,7:12:05,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK50250,MD2A18AZ7EWB11238,2,18.05.2014,WA01,00DZ124G,11331,3700DZFS,1,8000,1,260,23.05.2014,7:19:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK51197,MD2A22EZ4ECB86940,2,19.05.2014,CH01,00PD012V,10841,3700PDFS,1,8000,1,260,23.05.2014,7:19:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK52025,MD2A18AZ6EWB01512,1,20.05.2014,WA01,00DZ104G,10268,3700DZFS,1,2000,1,60,23.05.2014,7:19:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK53270,MD2A13EZ6ECB32855,2,22.05.2014,CH01,00DK042V,11008,3700DKFS,1,8000,1,260,23.05.2014,7:20:14,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK66671,MD2A22EZXECB86425,2,15.05.2014,CH01,00PD014M,11272,3700PDFS,1,8000,1,260,23.05.2014,7:12:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK70661,MD2A18AZ0DRC78974,3,17.06.2013,PT11,00DZ103F,10281,3700DZFS,1,15000,1,260,23.05.2014,7:14:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK70878,MD2A18AZ0DRC80935,2,07.06.2013,PT11,00DZ104G,10417,3700DZFS,1,8000,1,260,23.05.2014,7:14:05,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK75164,MD2A18AZ1DRC81575,2,06.06.2013,PT11,00DZ104G,10285,3700DZFS,1,8000,1,260,23.05.2014,7:14:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK76139,MD2A18AZ1DRC90244,3,14.06.2013,PT11,00DZ103W,11721,3700DZFS,1,15000,1,260,23.05.2014,7:17:44,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK78109,MD2A11CZ5DCB79719,3,01.06.2013,CH01,00DH155J,10361,3700DHFS,1,15000,1,260,23.05.2014,7:12:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK84972,MD2A18AZ3DRC94134,3,18.06.2013,PT11,00DZ103W,10827,3700DZFS,1,15000,1,260,23.05.2014,7:14:25,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK87045,MD2A11CZ9DCC02211,3,18.06.2013,CH01,00DH155J,11261,3700DHFS,1,15000,1,260,23.05.2014,7:13:14,,Data is not updated into GladMinds Server. Please contact GladMinds team
PK87676,MD2A11CZ9DCC09238,3,29.06.2013,CH01,00DH155J,11719,3700DHFS,1,15000,1,260,23.05.2014,7:13:25,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL08371,MD2A18AZ9DRC76544,1,27.06.2013,PT11,00DZ103W,10185,3700DZFS,1,2000,1,60,23.05.2014,7:15:25,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL08538,MD2A18AZ9DRC78164,2,05.06.2013,PT11,00DZ104G,11522,3700DZFS,1,8000,1,260,23.05.2014,7:18:09,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL08817,MD2A18AZ9DRC80447,3,27.06.2013,PT11,00DZ103W,10041,3700DZFS,1,15000,1,260,23.05.2014,7:15:32,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL09928,MD2A14AZ2DWC23520,1,10.06.2013,WA01,00PA095E,11446,3700PAFS,1,2000,1,60,23.05.2014,7:17:35,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL12279,MD2A18AZXDRC03473,3,28.06.2013,PT11,00DZ103W,10061,3700DZFS,1,15000,1,260,23.05.2014,7:15:37,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL13716,MD2A18AZXDRC85981,2,11.06.2013,PT11,00DZ103W,10589,3700DZFS,1,8000,1,260,23.05.2014,7:18:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL14028,MD2A18AZXDRC89173,3,13.06.2013,PT11,00DZ103W,10912,3700DZFS,1,15000,1,260,23.05.2014,7:15:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL14251,MD2A18AZXDRC90968,3,15.06.2013,PT11,00DZ104G,10729,3700DZFS,1,15000,1,260,23.05.2014,7:15:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL15860,MD2A14AZ3DWC31304,2,15.06.2013,WA01,00PA095D,11801,3700PAFS,1,8000,1,260,23.05.2014,7:13:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL15865,MD2A14AZ3DWC31352,3,15.06.2013,WA01,00PA095D,10462,3700PAFS,1,15000,1,260,23.05.2014,7:13:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
PL15979,MD2A22EZ0DCC39258,2,02.06.2013,CH01,00PD014M,11731,3700PDFS,1,8000,1,260,23.05.2014,7:16:14,,Data is not updated into GladMinds Server. Please contact GladMinds team
